Participant;DoF;Contents;Codecs;Bitrates;Scores
9;1;3;4;1;2
9;1;1;2;4;5
9;1;4;3;4;4
9;1;2;3;3;3
9;1;1;3;3;3
9;1;4;6;3;4
9;1;3;2;1;3
9;1;2;4;4;4
9;1;3;8;4;5
9;1;4;4;2;1
9;1;1;2;2;4
9;1;4;4;3;3
9;1;3;3;3;3
9;1;1;8;3;4
16;1;4;4;1;1
16;1;1;6;1;2
16;1;2;8;3;3
16;1;1;3;3;3
16;1;2;4;2;2
16;1;3;2;1;4
16;1;1;6;4;5
16;1;3;4;1;2
16;1;4;4;2;3
16;1;3;1;0;5
16;1;1;6;2;4
16;1;3;3;3;3
16;1;1;2;4;5
16;1;3;6;2;3
16;1;2;6;1;1
16;1;4;4;4;5
16;1;3;8;2;3
16;1;2;4;4;4
16;1;3;3;2;2
16;1;1;2;2;4
16;1;4;1;0;5
16;1;3;6;4;5
16;1;1;8;3;4
16;1;4;3;4;4
16;1;2;4;1;1
16;1;3;4;4;5
16;1;2;2;2;4
16;1;3;8;4;5
16;1;2;3;3;3
16;1;4;4;3;4
16;1;2;2;4;4
16;1;3;3;4;4
16;1;4;2;4;5
16;1;2;2;3;5
16;1;4;8;4;5
16;1;2;3;1;1
16;1;1;2;3;5
16;1;2;8;2;2
16;1;1;6;3;5
16;1;2;6;2;3
16;1;4;6;3;4
16;1;3;6;1;2
16;1;1;8;4;5
16;1;2;8;4;5
16;1;4;8;2;4
16;1;1;4;4;5
16;1;3;3;1;2
16;1;4;3;1;1
16;1;3;8;3;5
16;1;2;3;2;2
16;1;3;4;2;3
16;1;1;4;1;3
16;1;4;8;3;5
16;1;3;4;3;4
16;1;4;2;2;4
16;1;1;8;1;3
16;1;3;2;2;4
16;1;2;6;3;4
16;1;4;6;1;3
16;1;3;6;3;4
16;1;2;3;4;4
16;1;4;3;2;3
16;1;2;2;1;4
16;1;1;3;2;3
16;1;4;2;1;4
16;1;2;1;0;5
16;1;4;6;4;5
16;1;1;2;1;4
16;1;4;2;3;4
16;1;2;8;1;3
16;1;1;4;3;4
16;1;4;3;3;3
16;1;1;3;4;4
16;1;2;6;4;5
16;1;4;6;2;3
16;1;1;8;2;3
16;1;3;2;4;5
16;1;1;1;0;5
16;1;2;4;3;4
16;1;3;8;1;3
16;1;1;4;2;3
16;1;3;2;3;5
16;1;1;3;1;2
16;1;4;8;1;3
17;1;2;6;4;5
17;1;3;2;3;5
17;1;1;4;4;4
17;1;3;8;1;1
17;1;2;6;3;3
17;1;1;3;2;1
17;1;4;6;2;1
17;1;2;3;4;4
17;1;1;3;4;4
17;1;4;6;1;1
17;1;3;6;3;3
17;1;1;8;4;4
17;1;4;8;3;4
17;1;2;8;1;1
17;1;1;2;1;2
17;1;2;3;2;1
17;1;1;1;0;5
17;1;3;3;1;1
17;1;4;3;3;3
17;1;1;8;2;3
17;1;3;2;2;3
17;1;2;8;4;4
17;1;4;3;2;1
17;1;1;4;2;2
17;1;4;8;1;2
17;1;1;8;1;2
17;1;4;2;2;3
17;1;2;4;3;3
17;1;4;3;1;1
17;1;2;2;1;2
17;1;4;2;3;4
17;1;3;4;3;3
17;1;4;2;1;2
17;1;1;3;1;1
17;1;3;8;3;3
17;1;2;1;0;4
17;1;1;4;1;2
17;1;4;8;2;3
17;1;3;2;4;5
17;1;4;6;4;5
17;1;1;4;3;4
17;1;3;4;2;2
17;1;1;8;3;4
17;1;2;2;4;4
17;1;3;1;0;5
17;1;1;6;2;3
17;1;2;2;2;2
17;1;3;6;2;2
17;1;4;4;4;4
17;1;3;8;4;4
17;1;4;4;1;2
17;1;2;4;1;1
17;1;4;3;4;3
17;1;2;4;4;4
17;1;3;6;1;2
17;1;2;3;1;1
17;1;3;3;3;3
17;1;2;2;3;4
17;1;3;8;2;3
17;1;4;6;3;3
17;1;3;3;2;2
17;1;1;2;4;4
17;1;2;6;2;2
17;1;3;4;1;1
17;1;1;2;3;5
17;1;2;8;2;3
17;1;3;3;4;3
17;1;4;4;3;4
17;1;1;6;3;4
17;1;2;3;3;3
17;1;1;3;3;3
17;1;2;8;3;4
17;1;3;6;4;4
17;1;4;1;0;5
17;1;3;4;4;4
17;1;1;2;2;3
17;1;4;4;2;2
17;1;3;2;1;2
17;1;4;8;4;4
17;1;2;4;2;2
17;1;1;6;4;4
17;1;4;2;4;4
17;1;2;6;1;1
17;1;1;6;1;2
18;1;4;4;1;2
18;1;1;2;2;4
18;1;3;3;3;1
18;1;2;3;1;1
18;1;1;6;1;1
18;1;3;6;1;1
18;1;1;2;4;5
18;1;4;4;4;5
18;1;3;4;4;5
18;1;2;4;2;3
18;1;3;3;4;3
18;1;1;3;3;3
18;1;4;1;0;4
18;1;2;8;2;4
18;1;3;1;0;4
18;1;1;8;3;4
18;1;3;4;1;2
18;1;2;6;2;2
18;1;4;8;4;3
18;1;2;8;3;4
18;1;3;6;4;4
18;1;4;6;3;4
18;1;2;4;1;1
18;1;1;2;3;3
18;1;3;8;2;2
18;1;4;2;4;4
18;1;1;6;2;3
18;1;2;3;3;3
18;1;3;3;2;2
18;1;4;4;3;3
18;1;2;2;2;4
18;1;3;6;2;2
18;1;1;6;3;4
18;1;2;4;4;4
18;1;3;2;1;4
18;1;2;2;4;5
18;1;4;4;2;2
18;1;1;6;4;4
18;1;2;6;1;1
18;1;4;3;4;3
18;1;2;2;3;5
18;1;3;8;4;5
18;1;3;4;2;2
18;1;2;6;4;5
18;1;3;8;3;5
18;1;2;4;3;3
18;1;4;2;2;3
18;1;2;3;4;4
18;1;3;2;4;5
18;1;4;2;1;3
18;1;1;4;4;4
18;1;4;8;1;2
18;1;2;1;0;5
18;1;4;3;2;1
18;1;1;8;1;2
18;1;3;8;1;1
18;1;4;3;3;3
18;1;2;8;1;2
18;1;1;4;3;5
18;1;4;8;3;5
18;1;1;2;1;3
18;1;4;2;3;4
18;1;3;3;1;1
18;1;1;3;1;1
18;1;4;6;4;5
18;1;2;8;4;5
18;1;1;3;4;4
18;1;2;2;1;3
18;1;1;8;2;3
18;1;4;8;2;2
18;1;3;6;3;3
18;1;1;4;1;2
18;1;3;2;3;4
18;1;4;3;1;1
18;1;1;4;2;2
18;1;4;6;2;3
18;1;3;2;2;3
18;1;4;6;1;2
18;1;1;3;2;2
18;1;3;4;3;4
18;1;1;8;4;4
18;1;2;3;2;2
18;1;1;1;0;5
18;1;2;6;3;3
19;1;1;2;1;3
19;1;2;8;1;2
19;1;3;8;3;5
19;1;1;4;3;5
19;1;2;6;3;4
19;1;1;8;2;4
19;1;4;3;3;4
19;1;1;3;1;1
19;1;4;3;2;2
19;1;3;6;3;5
19;1;1;3;2;3
19;1;4;8;2;4
19;1;3;3;1;2
19;1;1;8;4;5
19;1;2;6;4;5
19;1;4;6;2;3
19;1;3;4;2;3
19;1;4;6;4;5
19;1;2;4;3;3
19;1;1;4;4;5
19;1;3;4;3;4
19;1;1;8;1;3
19;1;4;8;1;2
19;1;1;4;2;2
19;1;2;3;2;1
19;1;3;2;4;5
19;1;2;1;0;5
19;1;4;6;1;1
19;1;2;8;4;4
19;1;4;2;3;3
19;1;2;3;4;3
19;1;3;8;1;2
19;1;4;8;3;3
19;1;3;2;2;4
19;1;4;2;1;3
19;1;3;2;3;4
19;1;1;4;1;2
19;1;4;3;1;1
19;1;2;2;1;3
19;1;1;1;0;4
19;1;4;2;2;3
19;1;1;3;4;3
19;1;2;8;2;3
19;1;3;8;2;3
19;1;1;6;4;4
19;1;2;4;4;3
19;1;4;3;4;2
19;1;2;3;3;3
19;1;4;8;4;5
19;1;1;3;3;4
19;1;3;1;0;5
19;1;1;6;2;2
19;1;4;4;2;1
19;1;3;3;3;3
19;1;2;2;2;4
19;1;4;1;0;5
19;1;2;6;2;2
19;1;3;6;1;3
19;1;1;2;4;5
19;1;4;6;3;4
19;1;3;6;2;2
19;1;1;6;3;4
19;1;4;4;1;2
19;1;3;3;4;4
19;1;2;6;1;1
19;1;1;8;3;4
19;1;2;3;1;1
19;1;4;2;4;5
19;1;3;6;4;5
19;1;4;4;4;4
19;1;1;2;2;4
19;1;2;2;4;3
19;1;3;4;4;4
19;1;2;4;2;2
19;1;3;8;4;3
19;1;1;6;1;2
19;1;2;2;3;4
19;1;3;2;1;3
19;1;2;8;3;3
19;1;1;2;3;3
19;1;4;4;3;4
19;1;3;4;1;2
19;1;2;4;1;1
19;1;3;3;2;2
20;1;3;8;2;3
20;1;1;2;2;5
20;1;2;2;4;5
20;1;4;4;4;5
20;1;2;8;3;3
20;1;3;3;2;1
20;1;2;4;2;2
20;1;1;3;3;3
20;1;4;4;1;3
20;1;2;4;1;1
20;1;1;6;2;4
20;1;3;4;4;5
20;1;2;2;3;5
20;1;4;6;3;4
20;1;3;8;4;4
20;1;4;3;4;4
20;1;2;8;2;2
20;1;3;6;1;1
20;1;2;6;2;1
20;1;4;8;4;5
20;1;1;6;3;4
20;1;4;4;2;1
20;1;1;6;1;1
20;1;4;4;3;2
20;1;2;3;1;1
20;1;4;1;0;5
20;1;3;6;4;5
20;1;2;3;3;2
20;1;3;1;0;5
20;1;2;2;2;4
20;1;3;3;3;2
20;1;4;2;4;5
20;1;1;6;4;4
20;1;3;2;1;2
20;1;2;4;4;5
20;1;1;8;3;4
20;1;3;3;4;3
20;1;1;2;3;4
20;1;3;4;1;1
20;1;2;6;1;1
20;1;3;6;2;2
20;1;1;2;4;5
20;1;4;8;1;2
20;1;1;4;3;4
20;1;2;8;1;2
20;1;3;4;3;3
20;1;1;4;4;4
20;1;4;6;2;2
20;1;1;3;4;4
20;1;3;3;1;1
20;1;4;8;3;5
20;1;3;8;1;2
20;1;2;2;1;3
20;1;1;4;2;2
20;1;2;3;4;3
20;1;1;4;1;2
20;1;3;6;3;3
20;1;2;3;2;2
20;1;1;8;2;3
20;1;2;6;4;4
20;1;4;3;1;1
20;1;2;4;3;2
20;1;4;2;2;3
20;1;2;6;3;3
20;1;4;2;1;2
20;1;1;1;0;5
20;1;3;2;3;5
20;1;4;3;2;2
20;1;2;1;0;5
20;1;1;2;1;3
20;1;4;2;3;4
20;1;3;4;2;1
20;1;1;3;1;1
20;1;3;2;4;4
20;1;1;3;2;2
20;1;4;8;2;2
20;1;3;2;2;3
20;1;4;6;4;4
20;1;2;8;4;4
20;1;1;8;4;3
20;1;4;3;3;2
20;1;1;8;1;2
20;1;3;8;3;3
20;1;4;6;1;2
21;1;2;3;4;4
21;1;3;2;3;5
21;1;1;8;1;1
21;1;4;8;3;5
21;1;1;1;0;5
21;1;2;4;3;2
21;1;4;2;1;2
21;1;3;3;1;1
21;1;4;8;1;1
21;1;1;4;2;2
21;1;2;6;3;3
21;1;4;2;3;4
21;1;2;2;1;3
21;1;3;2;2;4
21;1;4;6;2;2
21;1;3;4;3;4
21;1;1;3;1;1
21;1;2;8;1;3
21;1;4;2;2;3
21;1;2;1;0;5
21;1;1;8;4;4
21;1;4;8;2;3
21;1;2;8;4;3
21;1;3;4;2;1
21;1;4;3;1;1
21;1;1;4;4;3
21;1;3;8;1;3
21;1;2;3;2;1
21;1;1;4;3;4
21;1;3;2;4;4
21;1;1;3;4;4
21;1;4;6;4;4
21;1;1;8;2;2
21;1;4;3;3;3
21;1;1;2;1;4
21;1;4;6;1;2
21;1;3;6;3;4
21;1;4;3;2;1
21;1;1;4;1;2
21;1;2;6;4;3
21;1;3;8;3;4
21;1;1;3;2;2
21;1;3;4;4;4
21;1;4;8;4;4
21;1;1;2;2;4
21;1;4;2;4;5
21;1;2;4;4;4
21;1;3;6;2;2
21;1;2;3;1;1
21;1;4;4;1;2
21;1;2;3;3;3
21;1;1;2;4;5
21;1;3;3;4;3
21;1;2;2;2;4
21;1;3;8;4;4
21;1;2;6;1;2
21;1;1;2;3;5
21;1;4;6;3;3
21;1;2;6;2;2
21;1;1;8;3;4
21;1;3;3;2;2
21;1;4;3;4;3
21;1;3;6;1;2
21;1;2;2;4;5
21;1;4;4;4;4
21;1;1;3;3;3
21;1;2;4;2;1
21;1;4;1;0;5
21;1;3;1;0;5
21;1;4;4;2;1
21;1;1;6;2;3
21;1;2;8;2;2
21;1;3;8;2;2
21;1;2;8;3;3
21;1;3;6;4;4
21;1;4;4;3;4
21;1;1;6;1;3
21;1;2;4;1;1
21;1;3;3;3;3
21;1;1;6;4;4
21;1;3;2;1;5
21;1;1;6;3;4
21;1;3;4;1;1
21;1;2;2;3;4
22;1;2;8;1;2
22;1;1;3;2;2
22;1;2;2;1;3
22;1;3;2;2;5
22;1;1;2;1;4
22;1;4;3;1;1
22;1;3;8;1;2
22;1;1;4;1;1
22;1;2;6;4;5
22;1;3;2;3;5
22;1;2;6;3;4
22;1;4;3;2;2
22;1;1;4;2;2
22;1;2;3;4;4
22;1;4;2;2;4
22;1;1;8;1;4
22;1;3;3;1;1
22;1;1;8;2;4
22;1;2;1;0;5
22;1;4;6;2;3
22;1;3;8;3;4
22;1;4;8;2;4
22;1;1;4;3;5
22;1;4;6;1;2
22;1;1;8;4;4
22;1;4;8;1;3
22;1;1;3;1;1
22;1;4;2;3;5
22;1;1;4;4;5
22;1;4;2;1;2
22;1;3;4;3;4
22;1;4;8;3;5
22;1;1;1;0;5
22;1;3;6;3;4
22;1;2;8;4;5
22;1;4;3;3;3
22;1;3;4;2;2
22;1;2;3;2;2
22;1;4;6;4;5
22;1;3;2;4;5
22;1;2;4;3;2
22;1;1;3;4;4
22;1;1;2;3;5
22;1;3;1;0;5
22;1;2;2;2;5
22;1;4;8;4;4
22;1;3;3;3;2
22;1;2;6;1;1
22;1;1;6;2;4
22;1;4;4;3;4
22;1;3;2;1;4
22;1;2;3;3;3
22;1;3;4;4;4
22;1;4;3;4;4
22;1;2;4;1;1
22;1;4;2;4;5
22;1;3;6;2;3
22;1;4;4;2;2
22;1;3;8;4;4
22;1;4;1;0;5
22;1;3;6;1;2
22;1;1;2;4;5
22;1;3;8;2;3
22;1;1;8;3;4
22;1;2;4;4;5
22;1;4;4;4;5
22;1;2;8;2;2
22;1;1;6;1;2
22;1;2;2;4;5
22;1;1;3;3;3
22;1;2;2;3;4
22;1;4;4;1;2
22;1;3;3;4;3
22;1;2;8;3;4
22;1;3;3;2;2
22;1;4;6;3;4
22;1;3;6;4;4
22;1;2;6;2;3
22;1;3;4;1;1
22;1;1;6;4;4
22;1;2;4;2;1
22;1;1;2;2;5
22;1;2;3;1;1
22;1;1;6;3;4
23;1;3;4;3;5
23;1;2;3;4;5
23;1;1;4;1;1
23;1;2;1;0;5
23;1;1;4;2;1
23;1;4;3;1;1
23;1;3;3;1;1
23;1;4;8;1;3
23;1;3;4;2;2
23;1;1;2;1;5
23;1;2;6;4;5
23;1;4;6;1;2
23;1;1;8;4;5
23;1;3;8;1;2
23;1;4;8;3;5
23;1;2;3;2;3
23;1;1;3;1;1
23;1;4;8;2;4
23;1;2;4;3;3
23;1;4;2;1;4
23;1;3;6;3;5
23;1;2;6;3;5
23;1;1;3;2;2
23;1;3;2;3;5
23;1;1;4;4;5
23;1;3;2;4;5
23;1;2;8;1;2
23;1;4;6;4;5
23;1;1;8;2;5
23;1;4;2;3;5
23;1;3;8;3;5
23;1;1;3;4;5
23;1;4;2;2;4
23;1;1;1;0;5
23;1;2;8;4;5
23;1;4;3;3;4
23;1;1;4;3;5
23;1;4;6;2;4
23;1;2;2;1;4
23;1;3;2;2;4
23;1;4;3;2;2
23;1;1;8;1;2
23;1;4;6;3;5
23;1;2;4;4;5
23;1;3;3;3;4
23;1;1;6;3;5
23;1;2;8;2;2
23;1;4;2;4;5
23;1;2;3;1;1
23;1;3;8;4;5
23;1;4;1;0;5
23;1;2;2;4;4
23;1;1;6;2;3
23;1;3;6;4;5
23;1;2;2;3;4
23;1;3;6;2;3
23;1;1;6;4;5
23;1;2;2;2;4
23;1;4;4;1;2
23;1;3;8;2;3
23;1;1;2;2;5
23;1;2;3;3;4
23;1;1;2;4;4
23;1;3;6;1;2
23;1;2;6;2;2
23;1;3;3;2;3
23;1;4;4;2;1
23;1;2;4;1;1
23;1;1;8;3;5
23;1;2;8;3;3
23;1;1;3;3;4
23;1;3;4;1;1
23;1;4;4;4;5
23;1;3;1;0;5
23;1;4;4;3;3
23;1;2;4;2;2
23;1;4;8;4;5
23;1;1;2;3;4
23;1;3;2;1;3
23;1;2;6;1;1
23;1;4;3;4;5
23;1;3;4;4;5
23;1;1;6;1;3
23;1;3;3;4;4
24;1;2;2;4;5
24;1;3;1;0;5
24;1;2;8;3;5
24;1;4;1;0;5
24;1;2;2;3;5
24;1;4;3;4;4
24;1;3;2;1;4
24;1;1;3;3;3
24;1;4;6;3;3
24;1;1;6;1;2
24;1;4;4;2;1
24;1;2;4;1;1
24;1;4;2;4;4
24;1;1;2;4;5
24;1;2;2;2;4
24;1;3;8;4;4
24;1;4;8;4;4
24;1;1;6;2;3
24;1;2;6;1;1
24;1;3;3;4;4
24;1;2;6;2;3
24;1;3;4;4;4
24;1;4;4;1;2
24;1;3;4;1;2
24;1;2;4;4;4
24;1;3;6;2;3
24;1;2;3;3;3
24;1;3;6;4;4
24;1;2;8;2;2
24;1;1;6;3;4
24;1;3;3;3;3
24;1;1;6;4;4
24;1;2;3;1;1
24;1;3;8;2;3
24;1;1;2;2;5
24;1;3;3;2;3
24;1;1;8;3;4
24;1;4;4;3;3
24;1;1;2;3;5
24;1;4;4;4;4
24;1;2;4;2;2
24;1;3;6;1;3
24;1;2;4;3;3
24;1;4;8;2;4
24;1;2;8;1;2
24;1;4;8;1;2
24;1;1;3;1;1
24;1;3;8;3;4
24;1;1;3;4;4
24;1;3;2;4;5
24;1;1;4;3;4
24;1;3;8;1;2
24;1;2;8;4;4
24;1;1;2;1;5
24;1;4;2;1;3
24;1;2;6;4;4
24;1;4;2;2;4
24;1;3;4;3;3
24;1;2;3;4;4
24;1;4;3;3;3
24;1;1;4;4;4
24;1;4;6;1;2
24;1;3;2;2;4
24;1;4;3;2;2
24;1;1;4;1;2
24;1;3;2;3;5
24;1;4;6;4;4
24;1;2;1;0;5
24;1;1;1;0;5
24;1;2;6;3;3
24;1;1;8;2;3
24;1;2;2;1;3
24;1;4;6;2;3
24;1;3;3;1;1
24;1;1;8;1;2
24;1;4;8;3;4
24;1;3;6;3;4
24;1;4;2;3;4
24;1;1;4;2;2
24;1;3;4;2;2
24;1;1;3;2;3
24;1;4;3;1;1
24;1;1;8;4;4
24;1;2;3;2;3
25;1;4;3;2;2
25;1;2;6;3;5
25;1;1;4;1;2
25;1;4;8;3;5
25;1;3;2;3;5
25;1;4;6;4;4
25;1;1;8;2;3
25;1;3;4;2;1
25;1;4;8;2;3
25;1;1;2;1;4
25;1;2;1;0;5
25;1;3;4;3;3
25;1;1;4;4;4
25;1;3;2;4;4
25;1;4;6;1;2
25;1;3;2;2;3
25;1;2;8;1;1
25;1;1;4;2;1
25;1;2;4;3;3
25;1;1;4;3;3
25;1;3;8;1;2
25;1;1;3;1;1
25;1;4;2;1;3
25;1;3;6;3;3
25;1;1;3;4;3
25;1;4;6;2;3
25;1;3;8;3;3
25;1;1;8;4;4
25;1;2;3;4;4
25;1;1;1;0;5
25;1;4;2;3;4
25;1;2;8;4;4
25;1;4;3;3;3
25;1;2;3;2;1
25;1;4;3;1;1
25;1;3;3;1;1
25;1;2;2;1;3
25;1;1;3;2;1
25;1;4;2;2;3
25;1;1;8;1;2
25;1;2;6;4;4
25;1;4;8;1;3
25;1;4;8;4;4
25;1;1;2;4;5
25;1;3;2;1;3
25;1;2;3;1;1
25;1;3;4;4;4
25;1;4;1;0;5
25;1;2;2;3;5
25;1;4;4;4;4
25;1;3;6;4;4
25;1;1;2;2;3
25;1;4;2;4;4
25;1;1;8;3;4
25;1;2;6;2;1
25;1;3;4;1;1
25;1;1;6;3;4
25;1;3;8;2;2
25;1;2;4;2;2
25;1;3;6;2;2
25;1;1;6;1;2
25;1;4;4;3;2
25;1;2;3;3;3
25;1;4;6;3;4
25;1;2;4;4;5
25;1;3;3;2;2
25;1;1;6;2;3
25;1;3;1;0;5
25;1;4;4;2;2
25;1;2;2;4;5
25;1;1;6;4;4
25;1;4;4;1;1
25;1;1;2;3;5
25;1;3;3;3;3
25;1;2;8;3;4
25;1;3;6;1;2
25;1;2;4;1;1
25;1;4;3;4;4
25;1;3;8;4;4
25;1;2;8;2;2
25;1;3;3;4;3
25;1;2;6;1;1
25;1;1;3;3;3
25;1;2;2;2;4
26;1;1;6;1;2
26;1;2;2;3;5
26;1;3;3;4;3
26;1;2;2;4;4
26;1;4;3;4;3
26;1;2;4;4;4
26;1;4;4;4;4
26;1;3;3;2;1
26;1;4;4;2;1
26;1;1;6;4;4
26;1;3;6;4;4
26;1;1;2;3;4
26;1;2;4;1;1
26;1;1;6;2;3
26;1;4;1;0;5
26;1;3;4;4;3
26;1;2;6;1;1
26;1;4;4;1;2
26;1;3;3;3;3
26;1;1;3;3;3
26;1;2;3;1;1
26;1;3;6;2;2
26;1;2;8;3;5
26;1;1;2;2;4
26;1;2;6;2;2
26;1;4;8;4;5
26;1;1;2;4;4
26;1;2;8;2;2
26;1;3;6;1;1
26;1;2;4;2;1
26;1;3;8;2;3
26;1;2;2;2;4
26;1;1;6;3;5
26;1;3;2;1;3
26;1;4;4;3;4
26;1;3;8;4;4
26;1;2;3;3;3
26;1;3;4;1;2
26;1;4;2;4;5
26;1;3;1;0;5
26;1;1;8;3;4
26;1;4;6;3;3
26;1;4;2;3;5
26;1;2;6;3;3
26;1;4;8;2;3
26;1;1;4;2;2
26;1;2;3;2;1
26;1;3;2;3;5
26;1;2;4;3;3
26;1;4;3;3;3
26;1;3;4;2;2
26;1;1;8;4;4
26;1;3;4;3;3
26;1;4;6;4;4
26;1;3;6;3;3
26;1;1;8;2;3
26;1;2;6;4;5
26;1;1;3;1;1
26;1;2;8;1;2
26;1;1;4;1;2
26;1;4;6;2;3
26;1;1;4;3;5
26;1;4;3;2;1
26;1;1;2;1;4
26;1;3;2;2;4
26;1;4;2;2;3
26;1;3;3;1;1
26;1;1;4;4;5
26;1;4;2;1;3
26;1;3;8;3;4
26;1;4;3;1;1
26;1;3;2;4;4
26;1;4;8;1;3
26;1;2;2;1;3
26;1;1;3;2;1
26;1;4;6;1;1
26;1;3;8;1;2
26;1;4;8;3;5
26;1;2;1;0;5
26;1;1;3;4;4
26;1;2;8;4;4
26;1;1;1;0;5
26;1;2;3;4;3
26;1;1;8;1;2
