Participant,DoF,Contents,Codecs,Bitrates,Scores
33,2,2,2,2,3
33,2,2,2,3,3
33,2,2,2,4,3
33,2,2,2,5,4
33,2,2,3,2,1
33,2,2,3,3,3
33,2,2,3,4,4
33,2,2,3,5,5
33,2,3,1,1,5
33,2,3,2,2,2
33,2,3,2,3,3
33,2,3,2,4,4
33,2,3,2,5,4
33,2,3,3,2,1
33,2,3,3,3,2
33,2,3,3,4,3
33,2,3,3,5,4
33,2,4,1,1,4
33,2,4,2,2,1
33,2,4,2,3,2
33,2,4,2,4,3
33,2,4,2,5,3
33,2,4,3,2,1
33,2,4,3,3,2
33,2,4,3,4,4
33,2,4,3,5,4
34,2,1,1,1,5
34,2,1,2,2,2
34,2,1,2,3,2
34,2,1,2,4,4
34,2,1,2,5,4
34,2,1,3,2,1
34,2,1,3,3,2
34,2,1,3,4,2
34,2,1,3,5,4
34,2,2,1,1,5
34,2,2,2,2,3
34,2,2,2,3,3
34,2,2,2,4,4
34,2,2,2,5,4
34,2,2,3,2,1
34,2,2,3,3,3
34,2,2,3,4,3
34,2,2,3,5,5
34,2,3,1,1,5
34,2,3,2,2,2
34,2,3,2,3,1
34,2,3,2,4,4
34,2,3,2,5,5
34,2,3,3,2,1
34,2,3,3,3,2
34,2,3,3,4,3
34,2,3,3,5,4
34,2,4,1,1,3
34,2,4,2,2,1
34,2,4,2,3,4
34,2,4,2,4,3
34,2,4,2,5,4
34,2,4,3,2,1
34,2,4,3,3,3
34,2,4,3,4,3
34,2,4,3,5,4
35,2,1,1,1,3
35,2,1,2,2,1
35,2,1,2,3,2
35,2,1,2,4,4
35,2,1,2,5,4
35,2,1,3,2,1
35,2,1,3,3,2
35,2,1,3,4,3
35,2,1,3,5,3
35,2,2,1,1,4
35,2,2,2,2,2
35,2,2,2,3,2
35,2,2,2,4,4
35,2,2,2,5,4
35,2,2,3,2,1
35,2,2,3,3,2
35,2,2,3,4,3
35,2,2,3,5,3
35,2,3,1,1,5
35,2,3,2,2,2
35,2,3,2,3,2
35,2,3,2,4,3
35,2,3,2,5,4
35,2,3,3,2,1
35,2,3,3,3,2
35,2,3,3,4,4
35,2,3,3,5,4
35,2,4,1,1,2
35,2,4,2,2,1
35,2,4,2,3,3
35,2,4,2,4,3
35,2,4,2,5,3
35,2,4,3,2,1
35,2,4,3,3,2
35,2,4,3,4,3
35,2,4,3,5,2
36,2,1,1,1,5
36,2,1,2,2,2
36,2,1,2,3,5
36,2,1,2,4,2
36,2,1,2,5,5
36,2,1,3,2,2
36,2,1,3,3,2
36,2,1,3,4,4
36,2,1,3,5,5
36,2,2,1,1,4
36,2,2,2,2,3
36,2,2,2,3,4
36,2,2,2,4,4
36,2,2,2,5,4
36,2,2,3,2,2
36,2,2,3,3,3
36,2,2,3,4,5
36,2,2,3,5,5
36,2,3,1,1,5
36,2,3,2,2,3
36,2,3,2,3,3
36,2,3,2,4,2
36,2,3,2,5,3
36,2,3,3,2,1
36,2,3,3,3,2
36,2,3,3,4,2
36,2,3,3,5,5
36,2,4,1,1,4
36,2,4,2,2,1
36,2,4,2,3,3
36,2,4,2,4,3
36,2,4,2,5,2
36,2,4,3,2,1
36,2,4,3,3,2
36,2,4,3,4,3
36,2,4,3,5,3
37,2,1,1,1,3
37,2,1,2,2,3
37,2,1,2,3,1
37,2,1,2,4,4
37,2,1,2,5,3
37,2,1,3,2,3
37,2,1,3,3,4
37,2,1,3,4,4
37,2,1,3,5,3
37,2,2,1,1,5
37,2,2,2,2,4
37,2,2,2,3,5
37,2,2,2,4,4
37,2,2,2,5,5
37,2,2,3,2,2
37,2,2,3,3,3
37,2,2,3,4,3
37,2,2,3,5,3
37,2,3,1,1,4
37,2,3,2,2,2
37,2,3,2,3,2
37,2,3,2,4,5
37,2,3,2,5,4
37,2,3,3,2,1
37,2,3,3,3,1
37,2,3,3,4,4
37,2,3,3,5,5
37,2,4,1,1,5
37,2,4,2,2,1
37,2,4,2,3,4
37,2,4,2,4,3
37,2,4,2,5,2
37,2,4,3,2,1
37,2,4,3,3,2
37,2,4,3,4,3
37,2,4,3,5,3
38,2,1,1,1,3
38,2,1,2,2,1
38,2,1,2,3,2
38,2,1,2,4,3
38,2,1,2,5,3
38,2,1,3,2,1
38,2,1,3,3,2
38,2,1,3,4,2
38,2,1,3,5,3
38,2,2,1,1,5
38,2,2,2,2,2
38,2,2,2,3,2
38,2,2,2,4,2
38,2,2,2,5,4
38,2,2,3,2,1
38,2,2,3,3,1
38,2,2,3,4,3
38,2,2,3,5,4
38,2,3,1,1,4
38,2,3,2,2,1
38,2,3,2,3,2
38,2,3,2,4,3
38,2,3,2,5,2
38,2,3,3,2,1
38,2,3,3,3,1
38,2,3,3,4,2
38,2,3,3,5,2
38,2,4,1,1,2
38,2,4,2,2,1
38,2,4,2,3,1
38,2,4,2,4,2
38,2,4,2,5,2
38,2,4,3,2,1
38,2,4,3,3,1
38,2,4,3,4,2
38,2,4,3,5,2
39,2,1,1,1,5
39,2,1,2,2,2
39,2,1,2,3,4
39,2,1,2,4,3
39,2,1,2,5,5
39,2,1,3,2,1
39,2,1,3,3,3
39,2,1,3,4,4
39,2,1,3,5,4
39,2,2,1,1,5
39,2,2,2,2,2
39,2,2,2,3,2
39,2,2,2,4,2
39,2,2,2,5,4
39,2,2,3,2,1
39,2,2,3,3,1
39,2,2,3,4,3
39,2,2,3,5,3
39,2,3,1,1,5
39,2,3,2,2,1
39,2,3,2,3,2
39,2,3,2,4,4
39,2,3,2,5,5
39,2,3,3,2,3
39,2,3,3,3,1
39,2,3,3,4,3
39,2,3,3,5,4
39,2,4,1,1,4
39,2,4,2,2,1
39,2,4,2,3,3
39,2,4,2,4,4
39,2,4,2,5,3
39,2,4,3,2,1
39,2,4,3,3,3
39,2,4,3,4,1
39,2,4,3,5,2
40,2,1,1,1,4
40,2,1,2,2,1
40,2,1,2,3,2
40,2,1,2,4,2
40,2,1,2,5,4
40,2,1,3,2,1
40,2,1,3,3,1
40,2,1,3,4,3
40,2,1,3,5,3
40,2,2,1,1,5
40,2,2,2,2,1
40,2,2,2,3,2
40,2,2,2,4,3
40,2,2,2,5,3
40,2,2,3,2,1
40,2,2,3,3,2
40,2,2,3,4,3
40,2,2,3,5,4
40,2,3,1,1,4
40,2,3,2,2,1
40,2,3,2,3,1
40,2,3,2,4,3
40,2,3,2,5,4
40,2,3,3,2,1
40,2,3,3,3,1
40,2,3,3,4,2
40,2,3,3,5,3
40,2,4,1,1,2
40,2,4,2,2,1
40,2,4,2,3,2
40,2,4,2,4,2
40,2,4,2,5,3
40,2,4,3,2,1
40,2,4,3,3,1
40,2,4,3,4,2
40,2,4,3,5,2
41,2,1,1,1,2
41,2,1,2,2,3
41,2,1,2,3,3
41,2,1,2,4,4
41,2,1,2,5,2
41,2,1,3,2,1
41,2,1,3,3,2
41,2,1,3,4,3
41,2,1,3,5,4
41,2,2,1,1,4
41,2,2,2,2,1
41,2,2,2,3,2
41,2,2,2,4,3
41,2,2,2,5,5
41,2,2,3,2,1
41,2,2,3,3,3
41,2,2,3,4,4
41,2,2,3,5,4
41,2,3,1,1,5
41,2,3,2,2,2
41,2,3,2,3,2
41,2,3,2,4,3
41,2,3,2,5,3
41,2,3,3,2,1
41,2,3,3,3,2
41,2,3,3,4,2
41,2,3,3,5,4
41,2,4,1,1,4
41,2,4,2,2,1
41,2,4,2,3,2
41,2,4,2,4,2
41,2,4,2,5,3
41,2,4,3,2,1
41,2,4,3,3,3
41,2,4,3,4,3
41,2,4,3,5,2
42,2,1,1,1,1
42,2,1,2,2,1
42,2,1,2,3,1
42,2,1,2,4,2
42,2,1,2,5,2
42,2,1,3,2,1
42,2,1,3,3,1
42,2,1,3,4,2
42,2,1,3,5,2
42,2,2,1,1,3
42,2,2,2,2,1
42,2,2,2,3,2
42,2,2,2,4,2
42,2,2,2,5,2
42,2,2,3,2,1
42,2,2,3,3,1
42,2,2,3,4,2
42,2,2,3,5,2
42,2,3,1,1,2
42,2,3,2,2,1
42,2,3,2,3,2
42,2,3,2,4,2
42,2,3,2,5,3
42,2,3,3,2,1
42,2,3,3,3,2
42,2,3,3,4,2
42,2,3,3,5,2
42,2,4,1,1,1
42,2,4,2,2,1
42,2,4,2,3,1
42,2,4,2,4,1
42,2,4,2,5,2
42,2,4,3,2,1
42,2,4,3,3,1
42,2,4,3,4,2
42,2,4,3,5,1
43,2,1,1,1,3
43,2,1,2,2,2
43,2,1,2,3,3
43,2,1,2,4,4
43,2,1,2,5,3
43,2,1,3,2,1
43,2,1,3,3,1
43,2,1,3,4,3
43,2,1,3,5,5
43,2,2,1,1,3
43,2,2,2,2,4
43,2,2,2,3,2
43,2,2,2,4,4
43,2,2,2,5,4
43,2,2,3,2,1
43,2,2,3,3,3
43,2,2,3,4,3
43,2,2,3,5,2
43,2,3,1,1,5
43,2,3,2,2,3
43,2,3,2,3,1
43,2,3,2,4,3
43,2,3,2,5,3
43,2,3,3,2,1
43,2,3,3,3,2
43,2,3,3,4,3
43,2,3,3,5,3
43,2,4,1,1,4
43,2,4,2,2,1
43,2,4,2,3,1
43,2,4,2,4,3
43,2,4,2,5,3
43,2,4,3,2,1
43,2,4,3,3,1
43,2,4,3,4,3
43,2,4,3,5,3
44,2,1,1,1,4
44,2,1,2,2,1
44,2,1,2,3,1
44,2,1,2,4,2
44,2,1,2,5,3
44,2,1,3,2,1
44,2,1,3,3,1
44,2,1,3,4,2
44,2,1,3,5,5
44,2,2,1,1,2
44,2,2,2,2,3
44,2,2,2,3,2
44,2,2,2,4,3
44,2,2,2,5,3
44,2,2,3,2,1
44,2,2,3,3,2
44,2,2,3,4,2
44,2,2,3,5,2
44,2,3,1,1,4
44,2,3,2,2,1
44,2,3,2,3,2
44,2,3,2,4,2
44,2,3,2,5,4
44,2,3,3,2,1
44,2,3,3,3,3
44,2,3,3,4,2
44,2,3,3,5,2
44,2,4,1,1,3
44,2,4,2,2,2
44,2,4,2,3,1
44,2,4,2,4,2
44,2,4,2,5,3
44,2,4,3,2,1
44,2,4,3,3,2
44,2,4,3,4,3
44,2,4,3,5,2
45,2,1,1,1,5
45,2,1,2,2,2
45,2,1,2,3,3
45,2,1,2,4,3
45,2,1,2,5,5
45,2,1,3,2,1
45,2,1,3,3,3
45,2,1,3,4,4
45,2,1,3,5,5
45,2,2,1,1,5
45,2,2,2,2,3
45,2,2,2,3,4
45,2,2,2,4,4
45,2,2,2,5,5
45,2,2,3,2,1
45,2,2,3,3,3
45,2,2,3,4,4
45,2,2,3,5,5
45,2,3,1,1,5
45,2,3,2,2,1
45,2,3,2,3,1
45,2,3,2,4,4
45,2,3,2,5,4
45,2,3,3,2,1
45,2,3,3,3,1
45,2,3,3,4,4
45,2,3,3,5,3
45,2,4,1,1,4
45,2,4,2,2,1
45,2,4,2,3,2
45,2,4,2,4,2
45,2,4,2,5,3
45,2,4,3,2,1
45,2,4,3,3,2
45,2,4,3,4,2
45,2,4,3,5,2
46,2,1,1,1,4
46,2,1,2,2,2
46,2,1,2,3,1
46,2,1,2,4,4
46,2,1,2,5,2
46,2,1,3,2,1
46,2,1,3,3,1
46,2,1,3,4,2
46,2,1,3,5,2
46,2,2,1,1,5
46,2,2,2,2,2
46,2,2,2,3,2
46,2,2,2,4,4
46,2,2,2,5,3
46,2,2,3,2,1
46,2,2,3,3,3
46,2,2,3,4,2
46,2,2,3,5,4
46,2,3,1,1,3
46,2,3,2,2,1
46,2,3,2,3,2
46,2,3,2,4,1
46,2,3,2,5,4
46,2,3,3,2,1
46,2,3,3,3,2
46,2,3,3,4,3
46,2,3,3,5,3
46,2,4,1,1,3
46,2,4,2,2,1
46,2,4,2,3,2
46,2,4,2,4,2
46,2,4,2,5,3
46,2,4,3,2,1
46,2,4,3,3,2
46,2,4,3,4,2
46,2,4,3,5,3
47,2,1,1,1,5
47,2,1,2,2,2
47,2,1,2,3,1
47,2,1,2,4,2
47,2,1,2,5,4
47,2,1,3,2,1
47,2,1,3,3,1
47,2,1,3,4,2
47,2,1,3,5,4
47,2,2,1,1,5
47,2,2,2,2,2
47,2,2,2,3,2
47,2,2,2,4,5
47,2,2,2,5,5
47,2,2,3,2,1
47,2,2,3,3,1
47,2,2,3,4,3
47,2,2,3,5,4
47,2,3,1,1,5
47,2,3,2,2,1
47,2,3,2,3,1
47,2,3,2,4,3
47,2,3,2,5,4
47,2,3,3,2,1
47,2,3,3,3,1
47,2,3,3,4,2
47,2,3,3,5,3
47,2,4,1,1,3
47,2,4,2,2,1
47,2,4,2,3,2
47,2,4,2,4,3
47,2,4,2,5,2
47,2,4,3,2,1
47,2,4,3,3,2
47,2,4,3,4,3
47,2,4,3,5,2
48,2,1,1,1,5
48,2,1,2,2,2
48,2,1,2,3,2
48,2,1,2,4,3
48,2,1,2,5,3
48,2,1,3,2,1
48,2,1,3,3,2
48,2,1,3,4,2
48,2,1,3,5,3
48,2,2,1,1,5
48,2,2,2,2,2
48,2,2,2,3,2
48,2,2,2,4,4
48,2,2,2,5,3
48,2,2,3,2,1
48,2,2,3,3,2
48,2,2,3,4,3
48,2,2,3,5,3
48,2,3,1,1,4
48,2,3,2,2,2
48,2,3,2,3,2
48,2,3,2,4,3
48,2,3,2,5,5
48,2,3,3,2,1
48,2,3,3,3,2
48,2,3,3,4,2
48,2,3,3,5,5
48,2,4,1,1,4
48,2,4,2,2,1
48,2,4,2,3,2
48,2,4,2,4,3
48,2,4,2,5,3
48,2,4,3,2,1
48,2,4,3,3,2
48,2,4,3,4,3
48,2,4,3,5,3
49,2,1,1,1,5
49,2,1,2,2,2
49,2,1,2,3,2
49,2,1,2,4,2
49,2,1,2,5,4
49,2,1,3,2,1
49,2,1,3,3,2
49,2,1,3,4,4
49,2,1,3,5,4
49,2,2,1,1,5
49,2,2,2,2,2
49,2,2,2,3,2
49,2,2,2,4,3
49,2,2,2,5,4
49,2,2,3,2,1
49,2,2,3,3,1
49,2,2,3,4,3
49,2,2,3,5,3
49,2,3,1,1,5
49,2,3,2,2,1
49,2,3,2,3,1
49,2,3,2,4,2
49,2,3,2,5,4
49,2,3,3,2,1
49,2,3,3,3,2
49,2,3,3,4,2
49,2,3,3,5,3
49,2,4,1,1,4
49,2,4,2,2,2
49,2,4,2,3,5
49,2,4,2,4,5
49,2,4,2,5,4
49,2,4,3,2,1
49,2,4,3,3,5
49,2,4,3,4,4
49,2,4,3,5,3
50,2,1,1,1,5
50,2,1,2,2,2
50,2,1,2,3,1
50,2,1,2,4,3
50,2,1,2,5,4
50,2,1,3,2,1
50,2,1,3,3,1
50,2,1,3,4,3
50,2,1,3,5,3
50,2,2,1,1,5
50,2,2,2,2,2
50,2,2,2,3,1
50,2,2,2,4,4
50,2,2,2,5,3
50,2,2,3,2,1
50,2,2,3,3,1
50,2,2,3,4,3
50,2,2,3,5,3
50,2,3,1,1,5
50,2,3,2,2,1
50,2,3,2,3,1
50,2,3,2,4,2
50,2,3,2,5,4
50,2,3,3,2,1
50,2,3,3,3,1
50,2,3,3,4,2
50,2,3,3,5,3
50,2,4,1,1,3
50,2,4,2,2,1
50,2,4,2,3,2
50,2,4,2,4,2
50,2,4,2,5,3
50,2,4,3,2,1
50,2,4,3,3,1
50,2,4,3,4,2
50,2,4,3,5,3
51,2,1,1,1,3
51,2,1,2,2,2
51,2,1,2,3,3
51,2,1,2,4,3
51,2,1,2,5,3
51,2,1,3,2,1
51,2,1,3,3,4
51,2,1,3,4,2
51,2,1,3,5,3
51,2,2,1,1,3
51,2,2,2,2,3
51,2,2,2,3,4
51,2,2,2,4,4
51,2,2,2,5,5
51,2,2,3,2,3
51,2,2,3,3,3
51,2,2,3,4,3
51,2,2,3,5,3
51,2,3,1,1,4
51,2,3,2,2,2
51,2,3,2,3,2
51,2,3,2,4,5
51,2,3,2,5,3
51,2,3,3,2,3
51,2,3,3,3,2
51,2,3,3,4,3
51,2,3,3,5,5
51,2,4,1,1,3
51,2,4,2,2,1
51,2,4,2,3,1
51,2,4,2,4,1
51,2,4,2,5,1
51,2,4,3,2,1
51,2,4,3,3,1
51,2,4,3,4,1
51,2,4,3,5,1
52,3,1,1,1,4
52,3,1,2,2,2
52,3,1,2,3,3
52,3,1,2,4,2
52,3,1,2,5,2
52,3,1,3,2,1
52,3,1,3,3,2
52,3,1,3,4,3
52,3,1,3,5,3
52,3,2,1,1,4
52,3,2,2,2,1
52,3,2,2,3,3
52,3,2,2,4,4
52,3,2,2,5,4
52,3,2,3,2,1
52,3,2,3,3,1
52,3,2,3,4,3
52,3,2,3,5,4
52,3,3,1,1,5
52,3,3,2,2,2
52,3,3,2,3,2
52,3,3,2,4,3
52,3,3,2,5,4
52,3,3,3,2,1
52,3,3,3,3,1
52,3,3,3,4,3
52,3,3,3,5,4
52,3,4,1,1,3
52,3,4,2,2,1
52,3,4,2,3,2
52,3,4,2,4,2
52,3,4,2,5,2
52,3,4,3,2,1
52,3,4,3,3,3
52,3,4,3,4,3
52,3,4,3,5,3
53,3,1,1,1,5
53,3,1,2,2,2
53,3,1,2,3,3
53,3,1,2,4,3
53,3,1,2,5,4
53,3,1,3,2,1
53,3,1,3,3,2
53,3,1,3,4,4
53,3,1,3,5,4
53,3,2,1,1,3
53,3,2,2,2,2
53,3,2,2,3,2
53,3,2,2,4,3
53,3,2,2,5,3
53,3,2,3,2,2
53,3,2,3,3,2
53,3,2,3,4,2
53,3,2,3,5,2
53,3,3,1,1,3
53,3,3,2,2,2
53,3,3,2,3,3
53,3,3,2,4,3
53,3,3,2,5,3
53,3,3,3,2,2
53,3,3,3,3,3
53,3,3,3,4,4
53,3,3,3,5,3
53,3,4,1,1,3
53,3,4,2,2,1
53,3,4,2,3,3
53,3,4,2,4,3
53,3,4,2,5,3
53,3,4,3,2,1
53,3,4,3,3,4
53,3,4,3,4,3
53,3,4,3,5,4
54,3,1,1,1,5
54,3,1,2,2,3
54,3,1,2,3,4
54,3,1,2,4,3
54,3,1,2,5,5
54,3,1,3,2,2
54,3,1,3,3,1
54,3,1,3,4,4
54,3,1,3,5,5
54,3,2,1,1,5
54,3,2,2,2,1
54,3,2,2,3,3
54,3,2,2,4,4
54,3,2,2,5,5
54,3,2,3,2,1
54,3,2,3,3,3
54,3,2,3,4,4
54,3,2,3,5,4
54,3,3,1,1,5
54,3,3,2,2,2
54,3,3,2,3,4
54,3,3,2,4,5
54,3,3,2,5,5
54,3,3,3,2,2
54,3,3,3,3,2
54,3,3,3,4,4
54,3,3,3,5,5
54,3,4,1,1,5
54,3,4,2,2,1
54,3,4,2,3,2
54,3,4,2,4,3
54,3,4,2,5,5
54,3,4,3,2,1
54,3,4,3,3,3
54,3,4,3,4,5
54,3,4,3,5,5
55,3,1,1,1,4
55,3,1,2,2,3
55,3,1,2,3,3
55,3,1,2,4,4
55,3,1,2,5,4
55,3,1,3,2,3
55,3,1,3,3,2
55,3,1,3,4,4
55,3,1,3,5,4
55,3,2,1,1,5
55,3,2,2,2,3
55,3,2,2,3,3
55,3,2,2,4,5
55,3,2,2,5,4
55,3,2,3,2,3
55,3,2,3,3,3
55,3,2,3,4,4
55,3,2,3,5,4
55,3,3,1,1,4
55,3,3,2,2,3
55,3,3,2,3,3
55,3,3,2,4,3
55,3,3,2,5,4
55,3,3,3,2,3
55,3,3,3,3,3
55,3,3,3,4,3
55,3,3,3,5,5
55,3,4,1,1,4
55,3,4,2,2,2
55,3,4,2,3,2
55,3,4,2,4,3
55,3,4,2,5,3
55,3,4,3,2,2
55,3,4,3,3,3
55,3,4,3,4,4
55,3,4,3,5,4
56,3,1,1,1,5
56,3,1,2,2,2
56,3,1,2,3,3
56,3,1,2,4,3
56,3,1,2,5,4
56,3,1,3,2,1
56,3,1,3,3,1
56,3,1,3,4,2
56,3,1,3,5,5
56,3,2,1,1,5
56,3,2,2,2,1
56,3,2,2,3,2
56,3,2,2,4,5
56,3,2,2,5,5
56,3,2,3,2,1
56,3,2,3,3,2
56,3,2,3,4,4
56,3,2,3,5,3
56,3,3,1,1,5
56,3,3,2,2,2
56,3,3,2,3,3
56,3,3,2,4,4
56,3,3,2,5,4
56,3,3,3,2,1
56,3,3,3,3,2
56,3,3,3,4,4
56,3,3,3,5,5
56,3,4,1,1,3
56,3,4,2,2,1
56,3,4,2,3,4
56,3,4,2,4,5
56,3,4,2,5,4
56,3,4,3,2,1
56,3,4,3,3,4
56,3,4,3,4,4
56,3,4,3,5,4
57,3,1,1,1,5
57,3,1,2,2,2
57,3,1,2,3,3
57,3,1,2,4,5
57,3,1,2,5,5
57,3,1,3,2,1
57,3,1,3,3,2
57,3,1,3,4,4
57,3,1,3,5,4
57,3,2,1,1,5
57,3,2,2,2,2
57,3,2,2,3,3
57,3,2,2,4,5
57,3,2,2,5,5
57,3,2,3,2,1
57,3,2,3,3,2
57,3,2,3,4,4
57,3,2,3,5,5
57,3,3,1,1,5
57,3,3,2,2,3
57,3,3,2,3,5
57,3,3,2,4,5
57,3,3,2,5,5
57,3,3,3,2,2
57,3,3,3,3,2
57,3,3,3,4,4
57,3,3,3,5,5
57,3,4,1,1,4
57,3,4,2,2,1
57,3,4,2,3,3
57,3,4,2,4,4
57,3,4,2,5,4
57,3,4,3,2,1
57,3,4,3,3,4
57,3,4,3,4,5
57,3,4,3,5,4
58,3,1,1,1,5
58,3,1,2,2,2
58,3,1,2,3,2
58,3,1,2,4,5
58,3,1,2,5,5
58,3,1,3,2,1
58,3,1,3,3,2
58,3,1,3,4,3
58,3,1,3,5,4
58,3,2,1,1,5
58,3,2,2,2,2
58,3,2,2,3,2
58,3,2,2,4,5
58,3,2,2,5,5
58,3,2,3,2,1
58,3,2,3,3,1
58,3,2,3,4,2
58,3,2,3,5,4
58,3,3,1,1,5
58,3,3,2,2,3
58,3,3,2,3,3
58,3,3,2,4,4
58,3,3,2,5,5
58,3,3,3,2,1
58,3,3,3,3,3
58,3,3,3,4,3
58,3,3,3,5,4
58,3,4,1,1,4
58,3,4,2,2,1
58,3,4,2,3,2
58,3,4,2,4,3
58,3,4,2,5,3
58,3,4,3,2,1
58,3,4,3,3,3
58,3,4,3,4,5
58,3,4,3,5,4
59,3,1,1,1,5
59,3,1,2,2,2
59,3,1,2,3,2
59,3,1,2,4,3
59,3,1,2,5,3
59,3,1,3,2,2
59,3,1,3,3,2
59,3,1,3,4,2
59,3,1,3,5,4
59,3,2,1,1,3
59,3,2,2,2,2
59,3,2,2,3,3
59,3,2,2,4,3
59,3,2,2,5,3
59,3,2,3,2,1
59,3,2,3,3,2
59,3,2,3,4,2
59,3,2,3,5,3
59,3,3,1,1,5
59,3,3,2,2,2
59,3,3,2,3,2
59,3,3,2,4,3
59,3,3,2,5,4
59,3,3,3,2,1
59,3,3,3,3,2
59,3,3,3,4,4
59,3,3,3,5,2
59,3,4,1,1,3
59,3,4,2,2,1
59,3,4,2,3,2
59,3,4,2,4,2
59,3,4,2,5,2
59,3,4,3,2,1
59,3,4,3,3,2
59,3,4,3,4,4
59,3,4,3,5,2
60,3,1,1,1,4
60,3,1,2,2,2
60,3,1,2,3,4
60,3,1,2,4,4
60,3,1,2,5,4
60,3,1,3,2,3
60,3,1,3,3,2
60,3,1,3,4,3
60,3,1,3,5,4
60,3,2,1,1,5
60,3,2,2,2,2
60,3,2,2,3,3
60,3,2,2,4,4
60,3,2,2,5,4
60,3,2,3,2,2
60,3,2,3,3,2
60,3,2,3,4,3
60,3,2,3,5,5
60,3,3,1,1,4
60,3,3,2,2,2
60,3,3,2,3,3
60,3,3,2,4,3
60,3,3,2,5,3
60,3,3,3,2,2
60,3,3,3,3,3
60,3,3,3,4,4
60,3,3,3,5,4
60,3,4,1,1,3
60,3,4,2,2,1
60,3,4,2,3,3
60,3,4,2,4,4
60,3,4,2,5,3
60,3,4,3,2,1
60,3,4,3,3,1
60,3,4,3,4,3
60,3,4,3,5,3
61,3,1,1,1,4
61,3,1,2,2,3
61,3,1,2,3,3
61,3,1,2,4,4
61,3,1,2,5,3
61,3,1,3,2,2
61,3,1,3,3,4
61,3,1,3,4,3
61,3,1,3,5,3
61,3,2,1,1,5
61,3,2,2,2,2
61,3,2,2,3,3
61,3,2,2,4,4
61,3,2,2,5,4
61,3,2,3,2,1
61,3,2,3,3,3
61,3,2,3,4,3
61,3,2,3,5,5
61,3,3,1,1,5
61,3,3,2,2,3
61,3,3,2,3,3
61,3,3,2,4,4
61,3,3,2,5,5
61,3,3,3,2,2
61,3,3,3,3,3
61,3,3,3,4,4
61,3,3,3,5,5
61,3,4,1,1,4
61,3,4,2,2,1
61,3,4,2,3,2
61,3,4,2,4,3
61,3,4,2,5,3
61,3,4,3,2,2
61,3,4,3,3,3
61,3,4,3,4,3
61,3,4,3,5,3
62,3,1,1,1,5
62,3,1,2,2,3
62,3,1,2,3,5
62,3,1,2,4,4
62,3,1,2,5,4
62,3,1,3,2,2
62,3,1,3,3,4
62,3,1,3,4,4
62,3,1,3,5,5
62,3,2,1,1,5
62,3,2,2,2,2
62,3,2,2,3,2
62,3,2,2,4,3
62,3,2,2,5,3
62,3,2,3,2,1
62,3,2,3,3,1
62,3,2,3,4,2
62,3,2,3,5,4
62,3,3,1,1,5
62,3,3,2,2,4
62,3,3,2,3,3
62,3,3,2,4,4
62,3,3,2,5,4
62,3,3,3,2,1
62,3,3,3,3,2
62,3,3,3,4,3
62,3,3,3,5,5
62,3,4,1,1,3
62,3,4,2,2,2
62,3,4,2,3,3
62,3,4,2,4,4
62,3,4,2,5,3
62,3,4,3,2,1
62,3,4,3,3,3
62,3,4,3,4,5
62,3,4,3,5,5
63,3,1,1,1,2
63,3,1,2,2,2
63,3,1,2,3,2
63,3,1,2,4,3
63,3,1,2,5,2
63,3,1,3,2,2
63,3,1,3,3,3
63,3,1,3,4,4
63,3,1,3,5,3
63,3,2,1,1,4
63,3,2,2,2,3
63,3,2,2,3,3
63,3,2,2,4,4
63,3,2,2,5,4
63,3,2,3,2,1
63,3,2,3,3,2
63,3,2,3,4,3
63,3,2,3,5,5
63,3,3,1,1,5
63,3,3,2,2,2
63,3,3,2,3,3
63,3,3,2,4,4
63,3,3,2,5,4
63,3,3,3,2,1
63,3,3,3,3,2
63,3,3,3,4,2
63,3,3,3,5,4
63,3,4,1,1,3
63,3,4,2,2,2
63,3,4,2,3,2
63,3,4,2,4,3
63,3,4,2,5,3
63,3,4,3,2,2
63,3,4,3,3,2
63,3,4,3,4,2
63,3,4,3,5,3
64,3,1,1,1,4
64,3,1,2,2,3
64,3,1,2,3,3
64,3,1,2,4,2
64,3,1,2,5,3
64,3,1,3,2,1
64,3,1,3,3,2
64,3,1,3,4,3
64,3,1,3,5,2
64,3,2,1,1,4
64,3,2,2,2,1
64,3,2,2,3,1
64,3,2,2,4,3
64,3,2,2,5,3
64,3,2,3,2,1
64,3,2,3,3,1
64,3,2,3,4,3
64,3,2,3,5,4
64,3,3,1,1,4
64,3,3,2,2,3
64,3,3,2,3,2
64,3,3,2,4,2
64,3,3,2,5,3
64,3,3,3,2,2
64,3,3,3,3,3
64,3,3,3,4,3
64,3,3,3,5,3
64,3,4,1,1,4
64,3,4,2,2,1
64,3,4,2,3,3
64,3,4,2,4,4
64,3,4,2,5,3
64,3,4,3,2,1
64,3,4,3,3,4
64,3,4,3,4,3
64,3,4,3,5,4
65,3,1,1,1,5
65,3,1,2,2,3
65,3,1,2,3,4
65,3,1,2,4,5
65,3,1,2,5,5
65,3,1,3,2,2
65,3,1,3,3,4
65,3,1,3,4,4
65,3,1,3,5,5
65,3,2,1,1,5
65,3,2,2,2,3
65,3,2,2,3,3
65,3,2,2,4,4
65,3,2,2,5,4
65,3,2,3,2,2
65,3,2,3,3,2
65,3,2,3,4,4
65,3,2,3,5,4
65,3,3,1,1,5
65,3,3,2,2,3
65,3,3,2,3,4
65,3,3,2,4,4
