Participant,DoF,Contents,Codecs,Bitrates,Scores,HRScores,DMOS
28,2,1,3,4,3,4,4
28,2,1,3,5,3,4,4
28,2,2,2,2,1,4,2
28,2,2,2,3,2,4,3
28,2,2,2,4,3,4,4
28,2,2,2,5,3,4,4
28,2,2,3,2,1,4,2
28,2,2,3,3,3,4,4
28,2,2,3,4,3,4,4
28,2,2,3,5,4,4,5
28,2,3,2,2,2,4,3
28,2,3,2,3,1,4,2
28,2,3,2,4,3,4,4
28,2,3,2,5,3,4,4
28,2,3,3,2,1,4,2
28,2,3,3,3,2,4,3
28,2,3,3,4,3,4,4
28,2,3,3,5,3,4,4
28,2,4,2,2,1,3,3
28,2,4,2,3,2,3,4
28,2,4,2,4,3,3,5
28,2,4,2,5,2,3,4
28,2,4,3,2,1,3,3
28,2,4,3,3,1,3,3
28,2,4,3,4,2,3,4
28,2,4,3,5,2,3,4
29,2,1,2,2,1,4,2
29,2,1,2,3,2,4,3
29,2,1,2,4,2,4,3
29,2,1,2,5,5,4,6
29,2,1,3,2,1,4,2
29,2,1,3,3,2,4,3
29,2,1,3,4,4,4,5
29,2,1,3,5,3,4,4
29,2,2,2,2,2,4,3
29,2,2,2,3,2,4,3
29,2,2,2,4,4,4,5
29,2,2,2,5,3,4,4
29,2,2,3,2,1,4,2
29,2,2,3,3,2,4,3
29,2,2,3,4,3,4,4
29,2,2,3,5,4,4,5
29,2,3,2,2,3,5,3
29,2,3,2,3,4,5,4
29,2,3,2,4,4,5,4
29,2,3,2,5,5,5,5
29,2,3,3,2,1,5,1
29,2,3,3,3,2,5,2
29,2,3,3,4,4,5,4
29,2,3,3,5,5,5,5
29,2,4,2,2,1,2,4
29,2,4,2,3,2,2,5
29,2,4,2,4,3,2,6
29,2,4,2,5,3,2,6
29,2,4,3,2,1,2,4
29,2,4,3,3,2,2,5
29,2,4,3,4,3,2,6
29,2,4,3,5,3,2,6
30,2,1,2,2,2,5,2
30,2,1,2,3,3,5,3
30,2,1,2,4,5,5,5
30,2,1,2,5,4,5,4
30,2,1,3,2,1,5,1
30,2,1,3,3,3,5,3
30,2,1,3,4,5,5,5
30,2,1,3,5,4,5,4
30,2,2,2,2,2,5,2
30,2,2,2,3,3,5,3
30,2,2,2,4,5,5,5
30,2,2,2,5,5,5,5
30,2,2,3,2,2,5,2
30,2,2,3,3,4,5,4
30,2,2,3,4,4,5,4
30,2,2,3,5,5,5,5
30,2,3,2,2,1,5,1
30,2,3,2,3,4,5,4
30,2,3,2,4,4,5,4
30,2,3,2,5,5,5,5
30,2,3,3,2,1,5,1
30,2,3,3,3,2,5,2
30,2,3,3,4,4,5,4
30,2,3,3,5,5,5,5
30,2,4,2,2,1,5,1
30,2,4,2,3,4,5,4
30,2,4,2,4,4,5,4
30,2,4,2,5,4,5,4
30,2,4,3,2,1,5,1
30,2,4,3,3,2,5,2
30,2,4,3,4,4,5,4
30,2,4,3,5,4,5,4
31,2,1,2,2,3,4,4
31,2,1,2,3,2,4,3
31,2,1,2,4,4,4,5
31,2,1,2,5,5,4,6
31,2,1,3,2,1,4,2
31,2,1,3,3,2,4,3
31,2,1,3,4,3,4,4
31,2,1,3,5,4,4,5
31,2,2,2,2,2,4,3
31,2,2,2,3,4,4,5
31,2,2,2,4,4,4,5
31,2,2,2,5,5,4,6
31,2,2,3,2,1,4,2
31,2,2,3,3,3,4,4
31,2,2,3,4,4,4,5
31,2,2,3,5,4,4,5
31,2,3,2,2,1,5,1
31,2,3,2,3,3,5,3
31,2,3,2,4,3,5,3
31,2,3,2,5,3,5,3
31,2,3,3,2,1,5,1
31,2,3,3,3,3,5,3
31,2,3,3,4,4,5,4
31,2,3,3,5,2,5,2
31,2,4,2,2,1,5,1
31,2,4,2,3,2,5,2
31,2,4,2,4,2,5,2
31,2,4,2,5,1,5,1
31,2,4,3,2,1,5,1
31,2,4,3,3,1,5,1
31,2,4,3,4,3,5,3
31,2,4,3,5,3,5,3
32,2,1,2,2,3,2,6
32,2,1,2,3,3,2,6
32,2,1,2,4,2,2,5
32,2,1,2,5,4,2,7
32,2,1,3,2,1,2,4
32,2,1,3,3,2,2,5
32,2,1,3,4,3,2,6
32,2,1,3,5,3,2,6
32,2,2,2,2,3,4,4
32,2,2,2,3,2,4,3
32,2,2,2,4,2,4,3
32,2,2,2,5,3,4,4
32,2,2,3,2,1,4,2
32,2,2,3,3,2,4,3
32,2,2,3,4,2,4,3
32,2,2,3,5,4,4,5
32,2,3,2,2,2,4,3
32,2,3,2,3,2,4,3
32,2,3,2,4,3,4,4
32,2,3,2,5,2,4,3
32,2,3,3,2,1,4,2
32,2,3,3,3,1,4,2
32,2,3,3,4,3,4,4
32,2,3,3,5,4,4,5
32,2,4,2,2,1,2,4
32,2,4,2,3,1,2,4
32,2,4,2,4,1,2,4
32,2,4,2,5,1,2,4
32,2,4,3,2,1,2,4
32,2,4,3,3,1,2,4
32,2,4,3,4,1,2,4
32,2,4,3,5,1,2,4
33,2,1,2,2,2,5,2
33,2,1,2,3,2,5,2
33,2,1,2,4,5,5,5
33,2,1,2,5,5,5,5
33,2,1,3,2,1,5,1
33,2,1,3,3,2,5,2
33,2,1,3,4,3,5,3
33,2,1,3,5,5,5,5
33,2,2,2,2,3,3,5
33,2,2,2,3,3,3,5
33,2,2,2,4,3,3,5
33,2,2,2,5,4,3,6
33,2,2,3,2,1,3,3
33,2,2,3,3,3,3,5
33,2,2,3,4,4,3,6
33,2,2,3,5,5,3,7
33,2,3,2,2,2,5,2
33,2,3,2,3,3,5,3
33,2,3,2,4,4,5,4
33,2,3,2,5,4,5,4
33,2,3,3,2,1,5,1
33,2,3,3,3,2,5,2
33,2,3,3,4,3,5,3
33,2,3,3,5,4,5,4
33,2,4,2,2,1,4,2
33,2,4,2,3,2,4,3
33,2,4,2,4,3,4,4
33,2,4,2,5,3,4,4
33,2,4,3,2,1,4,2
33,2,4,3,3,2,4,3
33,2,4,3,4,4,4,5
33,2,4,3,5,4,4,5
34,2,1,2,2,2,5,2
34,2,1,2,3,2,5,2
34,2,1,2,4,4,5,4
34,2,1,2,5,4,5,4
34,2,1,3,2,1,5,1
34,2,1,3,3,2,5,2
34,2,1,3,4,2,5,2
34,2,1,3,5,4,5,4
34,2,2,2,2,3,5,3
34,2,2,2,3,3,5,3
34,2,2,2,4,4,5,4
34,2,2,2,5,4,5,4
34,2,2,3,2,1,5,1
34,2,2,3,3,3,5,3
34,2,2,3,4,3,5,3
34,2,2,3,5,5,5,5
34,2,3,2,2,2,5,2
34,2,3,2,3,1,5,1
34,2,3,2,4,4,5,4
34,2,3,2,5,5,5,5
34,2,3,3,2,1,5,1
34,2,3,3,3,2,5,2
34,2,3,3,4,3,5,3
34,2,3,3,5,4,5,4
34,2,4,2,2,1,3,3
34,2,4,2,3,4,3,6
34,2,4,2,4,3,3,5
34,2,4,2,5,4,3,6
34,2,4,3,2,1,3,3
34,2,4,3,3,3,3,5
34,2,4,3,4,3,3,5
34,2,4,3,5,4,3,6
35,2,1,2,2,1,3,3
35,2,1,2,3,2,3,4
35,2,1,2,4,4,3,6
35,2,1,2,5,4,3,6
35,2,1,3,2,1,3,3
35,2,1,3,3,2,3,4
35,2,1,3,4,3,3,5
35,2,1,3,5,3,3,5
35,2,2,2,2,2,4,3
35,2,2,2,3,2,4,3
35,2,2,2,4,4,4,5
35,2,2,2,5,4,4,5
35,2,2,3,2,1,4,2
35,2,2,3,3,2,4,3
35,2,2,3,4,3,4,4
35,2,2,3,5,3,4,4
35,2,3,2,2,2,5,2
35,2,3,2,3,2,5,2
35,2,3,2,4,3,5,3
35,2,3,2,5,4,5,4
35,2,3,3,2,1,5,1
35,2,3,3,3,2,5,2
35,2,3,3,4,4,5,4
35,2,3,3,5,4,5,4
35,2,4,2,2,1,2,4
35,2,4,2,3,3,2,6
35,2,4,2,4,3,2,6
35,2,4,2,5,3,2,6
35,2,4,3,2,1,2,4
35,2,4,3,3,2,2,5
35,2,4,3,4,3,2,6
35,2,4,3,5,2,2,5
36,2,1,2,2,2,5,2
36,2,1,2,3,5,5,5
36,2,1,2,4,2,5,2
36,2,1,2,5,5,5,5
36,2,1,3,2,2,5,2
36,2,1,3,3,2,5,2
36,2,1,3,4,4,5,4
36,2,1,3,5,5,5,5
36,2,2,2,2,3,4,4
36,2,2,2,3,4,4,5
36,2,2,2,4,4,4,5
36,2,2,2,5,4,4,5
36,2,2,3,2,2,4,3
36,2,2,3,3,3,4,4
36,2,2,3,4,5,4,6
36,2,2,3,5,5,4,6
36,2,3,2,2,3,5,3
36,2,3,2,3,3,5,3
36,2,3,2,4,2,5,2
36,2,3,2,5,3,5,3
36,2,3,3,2,1,5,1
36,2,3,3,3,2,5,2
36,2,3,3,4,2,5,2
36,2,3,3,5,5,5,5
36,2,4,2,2,1,4,2
36,2,4,2,3,3,4,4
36,2,4,2,4,3,4,4
36,2,4,2,5,2,4,3
36,2,4,3,2,1,4,2
36,2,4,3,3,2,4,3
36,2,4,3,4,3,4,4
36,2,4,3,5,3,4,4
37,2,1,2,2,3,3,5
37,2,1,2,3,1,3,3
37,2,1,2,4,4,3,6
37,2,1,2,5,3,3,5
37,2,1,3,2,3,3,5
37,2,1,3,3,4,3,6
37,2,1,3,4,4,3,6
37,2,1,3,5,3,3,5
37,2,2,2,2,4,5,4
37,2,2,2,3,5,5,5
37,2,2,2,4,4,5,4
37,2,2,2,5,5,5,5
37,2,2,3,2,2,5,2
37,2,2,3,3,3,5,3
37,2,2,3,4,3,5,3
37,2,2,3,5,3,5,3
37,2,3,2,2,2,4,3
37,2,3,2,3,2,4,3
37,2,3,2,4,5,4,6
37,2,3,2,5,4,4,5
37,2,3,3,2,1,4,2
37,2,3,3,3,1,4,2
37,2,3,3,4,4,4,5
37,2,3,3,5,5,4,6
37,2,4,2,2,1,5,1
37,2,4,2,3,4,5,4
37,2,4,2,4,3,5,3
37,2,4,2,5,2,5,2
37,2,4,3,2,1,5,1
37,2,4,3,3,2,5,2
37,2,4,3,4,3,5,3
37,2,4,3,5,3,5,3
38,2,1,2,2,1,3,3
38,2,1,2,3,2,3,4
38,2,1,2,4,3,3,5
38,2,1,2,5,3,3,5
38,2,1,3,2,1,3,3
38,2,1,3,3,2,3,4
38,2,1,3,4,2,3,4
38,2,1,3,5,3,3,5
38,2,2,2,2,2,5,2
38,2,2,2,3,2,5,2
38,2,2,2,4,2,5,2
38,2,2,2,5,4,5,4
38,2,2,3,2,1,5,1
38,2,2,3,3,1,5,1
38,2,2,3,4,3,5,3
38,2,2,3,5,4,5,4
38,2,3,2,2,1,4,2
38,2,3,2,3,2,4,3
38,2,3,2,4,3,4,4
38,2,3,2,5,2,4,3
38,2,3,3,2,1,4,2
38,2,3,3,3,1,4,2
38,2,3,3,4,2,4,3
38,2,3,3,5,2,4,3
38,2,4,2,2,1,2,4
38,2,4,2,3,1,2,4
38,2,4,2,4,2,2,5
38,2,4,2,5,2,2,5
38,2,4,3,2,1,2,4
38,2,4,3,3,1,2,4
38,2,4,3,4,2,2,5
38,2,4,3,5,2,2,5
39,2,1,2,2,2,5,2
39,2,1,2,3,4,5,4
39,2,1,2,4,3,5,3
39,2,1,2,5,5,5,5
39,2,1,3,2,1,5,1
39,2,1,3,3,3,5,3
39,2,1,3,4,4,5,4
39,2,1,3,5,4,5,4
39,2,2,2,2,2,5,2
39,2,2,2,3,2,5,2
39,2,2,2,4,2,5,2
39,2,2,2,5,4,5,4
39,2,2,3,2,1,5,1
39,2,2,3,3,1,5,1
39,2,2,3,4,3,5,3
39,2,2,3,5,3,5,3
39,2,3,2,2,1,5,1
39,2,3,2,3,2,5,2
39,2,3,2,4,4,5,4
39,2,3,2,5,5,5,5
39,2,3,3,2,3,5,3
39,2,3,3,3,1,5,1
39,2,3,3,4,3,5,3
39,2,3,3,5,4,5,4
39,2,4,2,2,1,4,2
39,2,4,2,3,3,4,4
39,2,4,2,4,4,4,5
39,2,4,2,5,3,4,4
39,2,4,3,2,1,4,2
39,2,4,3,3,3,4,4
39,2,4,3,4,1,4,2
39,2,4,3,5,2,4,3
40,2,1,2,2,1,4,2
40,2,1,2,3,2,4,3
40,2,1,2,4,2,4,3
40,2,1,2,5,4,4,5
40,2,1,3,2,1,4,2
40,2,1,3,3,1,4,2
40,2,1,3,4,3,4,4
40,2,1,3,5,3,4,4
40,2,2,2,2,1,5,1
40,2,2,2,3,2,5,2
40,2,2,2,4,3,5,3
40,2,2,2,5,3,5,3
40,2,2,3,2,1,5,1
40,2,2,3,3,2,5,2
40,2,2,3,4,3,5,3
40,2,2,3,5,4,5,4
40,2,3,2,2,1,4,2
40,2,3,2,3,1,4,2
40,2,3,2,4,3,4,4
40,2,3,2,5,4,4,5
40,2,3,3,2,1,4,2
40,2,3,3,3,1,4,2
40,2,3,3,4,2,4,3
40,2,3,3,5,3,4,4
40,2,4,2,2,1,2,4
40,2,4,2,3,2,2,5
40,2,4,2,4,2,2,5
40,2,4,2,5,3,2,6
40,2,4,3,2,1,2,4
40,2,4,3,3,1,2,4
40,2,4,3,4,2,2,5
40,2,4,3,5,2,2,5
41,2,1,2,2,3,2,6
41,2,1,2,3,3,2,6
41,2,1,2,4,4,2,7
41,2,1,2,5,2,2,5
41,2,1,3,2,1,2,4
41,2,1,3,3,2,2,5
41,2,1,3,4,3,2,6
41,2,1,3,5,4,2,7
41,2,2,2,2,1,4,2
41,2,2,2,3,2,4,3
41,2,2,2,4,3,4,4
41,2,2,2,5,5,4,6
41,2,2,3,2,1,4,2
41,2,2,3,3,3,4,4
41,2,2,3,4,4,4,5
41,2,2,3,5,4,4,5
41,2,3,2,2,2,5,2
41,2,3,2,3,2,5,2
41,2,3,2,4,3,5,3
41,2,3,2,5,3,5,3
41,2,3,3,2,1,5,1
41,2,3,3,3,2,5,2
41,2,3,3,4,2,5,2
41,2,3,3,5,4,5,4
41,2,4,2,2,1,4,2
41,2,4,2,3,2,4,3
41,2,4,2,4,2,4,3
41,2,4,2,5,3,4,4
41,2,4,3,2,1,4,2
41,2,4,3,3,3,4,4
41,2,4,3,4,3,4,4
41,2,4,3,5,2,4,3
42,2,1,2,2,1,1,5
42,2,1,2,3,1,1,5
42,2,1,2,4,2,1,6
42,2,1,2,5,2,1,6
42,2,1,3,2,1,1,5
42,2,1,3,3,1,1,5
42,2,1,3,4,2,1,6
42,2,1,3,5,2,1,6
42,2,2,2,2,1,3,3
42,2,2,2,3,2,3,4
42,2,2,2,4,2,3,4
42,2,2,2,5,2,3,4
42,2,2,3,2,1,3,3
42,2,2,3,3,1,3,3
42,2,2,3,4,2,3,4
42,2,2,3,5,2,3,4
42,2,3,2,2,1,2,4
42,2,3,2,3,2,2,5
42,2,3,2,4,2,2,5
42,2,3,2,5,3,2,6
42,2,3,3,2,1,2,4
42,2,3,3,3,2,2,5
42,2,3,3,4,2,2,5
42,2,3,3,5,2,2,5
42,2,4,2,2,1,1,5
42,2,4,2,3,1,1,5
42,2,4,2,4,1,1,5
42,2,4,2,5,2,1,6
42,2,4,3,2,1,1,5
42,2,4,3,3,1,1,5
42,2,4,3,4,2,1,6
42,2,4,3,5,1,1,5
43,2,1,2,2,2,3,4
43,2,1,2,3,3,3,5
43,2,1,2,4,4,3,6
43,2,1,2,5,3,3,5
43,2,1,3,2,1,3,3
43,2,1,3,3,1,3,3
43,2,1,3,4,3,3,5
43,2,1,3,5,5,3,7
43,2,2,2,2,4,3,6
43,2,2,2,3,2,3,4
43,2,2,2,4,4,3,6
43,2,2,2,5,4,3,6
43,2,2,3,2,1,3,3
43,2,2,3,3,3,3,5
43,2,2,3,4,3,3,5
43,2,2,3,5,2,3,4
43,2,3,2,2,3,5,3
43,2,3,2,3,1,5,1
43,2,3,2,4,3,5,3
43,2,3,2,5,3,5,3
43,2,3,3,2,1,5,1
43,2,3,3,3,2,5,2
43,2,3,3,4,3,5,3
43,2,3,3,5,3,5,3
43,2,4,2,2,1,4,2
43,2,4,2,3,1,4,2
43,2,4,2,4,3,4,4
43,2,4,2,5,3,4,4
43,2,4,3,2,1,4,2
43,2,4,3,3,1,4,2
43,2,4,3,4,3,4,4
43,2,4,3,5,3,4,4
44,2,1,2,2,1,4,2
44,2,1,2,3,1,4,2
44,2,1,2,4,2,4,3
44,2,1,2,5,3,4,4
44,2,1,3,2,1,4,2
44,2,1,3,3,1,4,2
44,2,1,3,4,2,4,3
44,2,1,3,5,5,4,6
44,2,2,2,2,3,2,6
44,2,2,2,3,2,2,5
44,2,2,2,4,3,2,6
44,2,2,2,5,3,2,6
44,2,2,3,2,1,2,4
44,2,2,3,3,2,2,5
44,2,2,3,4,2,2,5
44,2,2,3,5,2,2,5
44,2,3,2,2,1,4,2
44,2,3,2,3,2,4,3
44,2,3,2,4,2,4,3
44,2,3,2,5,4,4,5
44,2,3,3,2,1,4,2
44,2,3,3,3,3,4,4
44,2,3,3,4,2,4,3
44,2,3,3,5,2,4,3
44,2,4,2,2,2,3,4
44,2,4,2,3,1,3,3
44,2,4,2,4,2,3,4
44,2,4,2,5,3,3,5
44,2,4,3,2,1,3,3
44,2,4,3,3,2,3,4
44,2,4,3,4,3,3,5
44,2,4,3,5,2,3,4
45,2,1,2,2,2,5,2
45,2,1,2,3,3,5,3
45,2,1,2,4,3,5,3
45,2,1,2,5,5,5,5
45,2,1,3,2,1,5,1
45,2,1,3,3,3,5,3
45,2,1,3,4,4,5,4
45,2,1,3,5,5,5,5
45,2,2,2,2,3,5,3
45,2,2,2,3,4,5,4
45,2,2,2,4,4,5,4
45,2,2,2,5,5,5,5
45,2,2,3,2,1,5,1
45,2,2,3,3,3,5,3
45,2,2,3,4,4,5,4
45,2,2,3,5,5,5,5
45,2,3,2,2,1,5,1
45,2,3,2,3,1,5,1
45,2,3,2,4,4,5,4
45,2,3,2,5,4,5,4
45,2,3,3,2,1,5,1
45,2,3,3,3,1,5,1
45,2,3,3,4,4,5,4
45,2,3,3,5,3,5,3
45,2,4,2,2,1,4,2
45,2,4,2,3,2,4,3
45,2,4,2,4,2,4,3
45,2,4,2,5,3,4,4
45,2,4,3,2,1,4,2
45,2,4,3,3,2,4,3
45,2,4,3,4,2,4,3
45,2,4,3,5,2,4,3
46,2,1,2,2,2,4,3
46,2,1,2,3,1,4,2
46,2,1,2,4,4,4,5
46,2,1,2,5,2,4,3
46,2,1,3,2,1,4,2
46,2,1,3,3,1,4,2
46,2,1,3,4,2,4,3
46,2,1,3,5,2,4,3
46,2,2,2,2,2,5,2
46,2,2,2,3,2,5,2
46,2,2,2,4,4,5,4
46,2,2,2,5,3,5,3
46,2,2,3,2,1,5,1
46,2,2,3,3,3,5,3
46,2,2,3,4,2,5,2
46,2,2,3,5,4,5,4
46,2,3,2,2,1,3,3
46,2,3,2,3,2,3,4
46,2,3,2,4,1,3,3
46,2,3,2,5,4,3,6
46,2,3,3,2,1,3,3
46,2,3,3,3,2,3,4
46,2,3,3,4,3,3,5
46,2,3,3,5,3,3,5
46,2,4,2,2,1,3,3
46,2,4,2,3,2,3,4
46,2,4,2,4,2,3,4
46,2,4,2,5,3,3,5
46,2,4,3,2,1,3,3
46,2,4,3,3,2,3,4
46,2,4,3,4,2,3,4
46,2,4,3,5,3,3,5
47,2,1,2,2,2,5,2
47,2,1,2,3,1,5,1
47,2,1,2,4,2,5,2
47,2,1,2,5,4,5,4
47,2,1,3,2,1,5,1
47,2,1,3,3,1,5,1
47,2,1,3,4,2,5,2
47,2,1,3,5,4,5,4
47,2,2,2,2,2,5,2
47,2,2,2,3,2,5,2
47,2,2,2,4,5,5,5
47,2,2,2,5,5,5,5
47,2,2,3,2,1,5,1
47,2,2,3,3,1,5,1
47,2,2,3,4,3,5,3
47,2,2,3,5,4,5,4
47,2,3,2,2,1,5,1
47,2,3,2,3,1,5,1
47,2,3,2,4,3,5,3
47,2,3,2,5,4,5,4
47,2,3,3,2,1,5,1
47,2,3,3,3,1,5,1
47,2,3,3,4,2,5,2
47,2,3,3,5,3,5,3
47,2,4,2,2,1,3,3
47,2,4,2,3,2,3,4
47,2,4,2,4,3,3,5
47,2,4,2,5,2,3,4
47,2,4,3,2,1,3,3
47,2,4,3,3,2,3,4
47,2,4,3,4,3,3,5
47,2,4,3,5,2,3,4
48,2,1,2,2,2,5,2
48,2,1,2,3,2,5,2
48,2,1,2,4,3,5,3
48,2,1,2,5,3,5,3
48,2,1,3,2,1,5,1
48,2,1,3,3,2,5,2
48,2,1,3,4,2,5,2
48,2,1,3,5,3,5,3
48,2,2,2,2,2,5,2
48,2,2,2,3,2,5,2
48,2,2,2,4,4,5,4
48,2,2,2,5,3,5,3
48,2,2,3,2,1,5,1
48,2,2,3,3,2,5,2
48,2,2,3,4,3,5,3
48,2,2,3,5,3,5,3
48,2,3,2,2,2,4,3
48,2,3,2,3,2,4,3
48,2,3,2,4,3,4,4
48,2,3,2,5,5,4,6
48,2,3,3,2,1,4,2
48,2,3,3,3,2,4,3
48,2,3,3,4,2,4,3
48,2,3,3,5,5,4,6
48,2,4,2,2,1,4,2
48,2,4,2,3,2,4,3
48,2,4,2,4,3,4,4
48,2,4,2,5,3,4,4
48,2,4,3,2,1,4,2
48,2,4,3,3,2,4,3
48,2,4,3,4,3,4,4
48,2,4,3,5,3,4,4
49,2,1,2,2,2,5,2
49,2,1,2,3,2,5,2
49,2,1,2,4,2,5,2
49,2,1,2,5,4,5,4
49,2,1,3,2,1,5,1
49,2,1,3,3,2,5,2
49,2,1,3,4,4,5,4
49,2,1,3,5,4,5,4
49,2,2,2,2,2,5,2
49,2,2,2,3,2,5,2
49,2,2,2,4,3,5,3
49,2,2,2,5,4,5,4
49,2,2,3,2,1,5,1
49,2,2,3,3,1,5,1
49,2,2,3,4,3,5,3
49,2,2,3,5,3,5,3
49,2,3,2,2,1,5,1
49,2,3,2,3,1,5,1
49,2,3,2,4,2,5,2
49,2,3,2,5,4,5,4
49,2,3,3,2,1,5,1
49,2,3,3,3,2,5,2
49,2,3,3,4,2,5,2
49,2,3,3,5,3,5,3
49,2,4,2,2,2,4,3
49,2,4,2,3,5,4,6
49,2,4,2,4,5,4,6
49,2,4,2,5,4,4,5
49,2,4,3,2,1,4,2
49,2,4,3,3,5,4,6
49,2,4,3,4,4,4,5
49,2,4,3,5,3,4,4
50,2,1,2,2,2,5,2
50,2,1,2,3,1,5,1
50,2,1,2,4,3,5,3
50,2,1,2,5,4,5,4
50,2,1,3,2,1,5,1
50,2,1,3,3,1,5,1
50,2,1,3,4,3,5,3
50,2,1,3,5,3,5,3
50,2,2,2,2,2,5,2
50,2,2,2,3,1,5,1
50,2,2,2,4,4,5,4
50,2,2,2,5,3,5,3
50,2,2,3,2,1,5,1
50,2,2,3,3,1,5,1
50,2,2,3,4,3,5,3
50,2,2,3,5,3,5,3
50,2,3,2,2,1,5,1
50,2,3,2,3,1,5,1
50,2,3,2,4,2,5,2
50,2,3,2,5,4,5,4
50,2,3,3,2,1,5,1
50,2,3,3,3,1,5,1
50,2,3,3,4,2,5,2
50,2,3,3,5,3,5,3
50,2,4,2,2,1,3,3
50,2,4,2,3,2,3,4
50,2,4,2,4,2,3,4
50,2,4,2,5,3,3,5
50,2,4,3,2,1,3,3
50,2,4,3,3,1,3,3
50,2,4,3,4,2,3,4
50,2,4,3,5,3,3,5
51,2,1,2,2,2,3,4
51,2,1,2,3,3,3,5
51,2,1,2,4,3,3,5
51,2,1,2,5,3,3,5
51,2,1,3,2,1,3,3
51,2,1,3,3,4,3,6
51,2,1,3,4,2,3,4
51,2,1,3,5,3,3,5
51,2,2,2,2,3,3,5
51,2,2,2,3,4,3,6
51,2,2,2,4,4,3,6
51,2,2,2,5,5,3,7
51,2,2,3,2,3,3,5
51,2,2,3,3,3,3,5
51,2,2,3,4,3,3,5
51,2,2,3,5,3,3,5
51,2,3,2,2,2,4,3
51,2,3,2,3,2,4,3
51,2,3,2,4,5,4,6
51,2,3,2,5,3,4,4
51,2,3,3,2,3,4,4
51,2,3,3,3,2,4,3
51,2,3,3,4,3,4,4
51,2,3,3,5,5,4,6
51,2,4,2,2,1,3,3
51,2,4,2,3,1,3,3
51,2,4,2,4,1,3,3
51,2,4,2,5,1,3,3
51,2,4,3,2,1,3,3
51,2,4,3,3,1,3,3
51,2,4,3,4,1,3,3
51,2,4,3,5,1,3,3
52,3,1,2,2,2,4,3
52,3,1,2,3,3,4,4
52,3,1,2,4,2,4,3
52,3,1,2,5,2,4,3
52,3,1,3,2,1,4,2
52,3,1,3,3,2,4,3
52,3,1,3,4,3,4,4
52,3,1,3,5,3,4,4
52,3,2,2,2,1,4,2
52,3,2,2,3,3,4,4
52,3,2,2,4,4,4,5
52,3,2,2,5,4,4,5
52,3,2,3,2,1,4,2
52,3,2,3,3,1,4,2
52,3,2,3,4,3,4,4
52,3,2,3,5,4,4,5
52,3,3,2,2,2,5,2
52,3,3,2,3,2,5,2
52,3,3,2,4,3,5,3
52,3,3,2,5,4,5,4
52,3,3,3,2,1,5,1
52,3,3,3,3,1,5,1
52,3,3,3,4,3,5,3
52,3,3,3,5,4,5,4
52,3,4,2,2,1,3,3
52,3,4,2,3,2,3,4
52,3,4,2,4,2,3,4
52,3,4,2,5,2,3,4
52,3,4,3,2,1,3,3
52,3,4,3,3,3,3,5
52,3,4,3,4,3,3,5
52,3,4,3,5,3,3,5
53,3,1,2,2,2,5,2
53,3,1,2,3,3,5,3
53,3,1,2,4,3,5,3
53,3,1,2,5,4,5,4
53,3,1,3,2,1,5,1
53,3,1,3,3,2,5,2
53,3,1,3,4,4,5,4
53,3,1,3,5,4,5,4
53,3,2,2,2,2,3,4
53,3,2,2,3,2,3,4
53,3,2,2,4,3,3,5
53,3,2,2,5,3,3,5
53,3,2,3,2,2,3,4
53,3,2,3,3,2,3,4
53,3,2,3,4,2,3,4
53,3,2,3,5,2,3,4
53,3,3,2,2,2,3,4
53,3,3,2,3,3,3,5
53,3,3,2,4,3,3,5
53,3,3,2,5,3,3,5
53,3,3,3,2,2,3,4
53,3,3,3,3,3,3,5
53,3,3,3,4,4,3,6
53,3,3,3,5,3,3,5
53,3,4,2,2,1,3,3
53,3,4,2,3,3,3,5
53,3,4,2,4,3,3,5
53,3,4,2,5,3,3,5
53,3,4,3,2,1,3,3
53,3,4,3,3,4,3,6
53,3,4,3,4,3,3,5
53,3,4,3,5,4,3,6
54,3,1,2,2,3,5,3
54,3,1,2,3,4,5,4
54,3,1,2,4,3,5,3
54,3,1,2,5,5,5,5
54,3,1,3,2,2,5,2
54,3,1,3,3,1,5,1
54,3,1,3,4,4,5,4
54,3,1,3,5,5,5,5
54,3,2,2,2,1,5,1
54,3,2,2,3,3,5,3
54,3,2,2,4,4,5,4
54,3,2,2,5,5,5,5
54,3,2,3,2,1,5,1
54,3,2,3,3,3,5,3
54,3,2,3,4,4,5,4
54,3,2,3,5,4,5,4
54,3,3,2,2,2,5,2
54,3,3,2,3,4,5,4
54,3,3,2,4,5,5,5
54,3,3,2,5,5,5,5
54,3,3,3,2,2,5,2
54,3,3,3,3,2,5,2
54,3,3,3,4,4,5,4
54,3,3,3,5,5,5,5
54,3,4,2,2,1,5,1
54,3,4,2,3,2,5,2
54,3,4,2,4,3,5,3
54,3,4,2,5,5,5,5
54,3,4,3,2,1,5,1
54,3,4,3,3,3,5,3
54,3,4,3,4,5,5,5
54,3,4,3,5,5,5,5
55,3,1,2,2,3,4,4
55,3,1,2,3,3,4,4
55,3,1,2,4,4,4,5
55,3,1,2,5,4,4,5
55,3,1,3,2,3,4,4
55,3,1,3,3,2,4,3
55,3,1,3,4,4,4,5
55,3,1,3,5,4,4,5
55,3,2,2,2,3,5,3
55,3,2,2,3,3,5,3
55,3,2,2,4,5,5,5
55,3,2,2,5,4,5,4
55,3,2,3,2,3,5,3
55,3,2,3,3,3,5,3
